"QID","Const","Ceremony","SubmissionCountry","SubmissionTitle","Languages","Directors","Result","Result2","Your.Rating","Date.Rated","Title","Original.Title","Title.Type","IMDb.Rating","Runtime","Year","Num.Votes","Seen"
"Q107095872","tt14775748","94-2022","Bangladesh","Rehana","Bengali","Abdullah Mohammad Saad","Not nominated","E",NA,"","Rehana","Rehana Maryam Noor","Movie",7.2,107,2021,1522,"No"
"Q108195934","tt15108354","94-2022","Bolivia","The Great Movement","Spanish","Kiro Russo ","Not nominated","E",NA,"","The Great Movement","El gran movimiento","Movie",6.5,85,2021,320,"No"
"Q106074191","tt12552352","94-2022","Bosnia and Herzegovina","The White Fortress","Bosnian, English","Igor Drljaca","Not nominated","E",NA,"","The White Fortress","Tabija","Movie",6,88,2021,207,"No"
"Q108372078","tt15132028","94-2022","Brazil","Private Desert","Brazilian Portuguese","Aly Muritiba ","Not nominated","E",NA,"","Private Desert","Deserto Particular","Movie",7,121,2021,1861,"No"
"Q109252800","tt13175334","94-2022","Bulgaria","Fear","Bulgarian","Ivaylo Hristov ","Not nominated","E",NA,"","Fear","Strah","Movie",7.2,100,2020,495,"No"
"Q108649382","tt11813228","94-2022","Cambodia","White Building","Khmer","Kavich Neang ","Not nominated","E",6,"2024-05-16","White Building","Bodeng sar","Movie",6.5,90,2021,404,"Yes"
"Q109726560","tt15332994","94-2022","Cameroon","Hidden Dreams","English, French, Cameroonian Pidgin English","Ngang Romanus","Not nominated","E",NA,"","Hidden Dreams","Hidden Dreams","Movie",7.8,96,2021,18,"No"
"Q108292937","tt11051898","94-2022","Canada","Drunken Birds","French, Spanish","Ivan Grbovic","Not nominated","E",NA,"","Drunken Birds","Les oiseaux ivres","Movie",6.7,105,2021,330,"No"
"Q107117628","tt13846546","94-2022","Chad","Lingui, The Sacred Bonds","French, Chadian Arabic","Mahamat-Saleh Haroun","Not nominated","E",NA,"","Lingui","Lingui","Movie",6.8,87,2021,1291,"No"
"Q68407948","tt9028522","94-2022","Chile","White on White","Spanish, English","Théo Court ","Not nominated","E",NA,"","White on White","Blanco en Blanco","Movie",6.3,100,2019,831,"No"
"Q96575659","tt11448076","94-2022","China","Cliff Walkers","Mandarin","Zhang Yimou","Not nominated","E",NA,"","Cliff Walkers","Xuan ya zhi shang","Movie",6.5,120,2021,3058,"No"
"Q67087116","tt8399288","94-2022","Colombia","Memoria","Spanish, English","Apichatpong Weerasethakul","Not nominated","E",NA,"","Memoria","Memoria","Movie",6.5,136,2021,11291,"No"
"Q109239204","tt12637442","94-2022","Costa Rica","Clara Sola","Spanish","Nathalie Álvarez Mesén","Not nominated","E",NA,"","Clara Sola","Clara Sola","Movie",6.7,106,2021,1630,"No"
"Q100980095","tt12794392","94-2022","Croatia","Tereza37","Croatian","Danilo Šerbedžija","Not nominated","E",NA,"","Tereza37","Tereza37","Movie",6.7,100,2020,328,"No"
"Q20428348","tt4806220","94-2022","Czech Republic","Zátopek","Czech","David Ondříček","Not nominated","E",NA,"","Zátopek","Zátopek","Movie",7.3,131,2021,593,"No"
"Q76824585","tt7764804","94-2022","Dominican Republic","Holy Beasts","Spanish","Laura Amelia Guzmán, Israel Cárdenas","Not nominated","E",NA,"","Holy Beasts","Holy Beasts","Movie",5.5,90,2019,206,"No"
"Q108485549","tt6723432","94-2022","Ecuador","Submersible","Sumergible","Alfredo León León","Not nominated","E",NA,"","Sumergible","Sumergible","Movie",6.8,80,2020,363,"No"
"Q96406049","tt12444454","94-2022","Egypt","Souad","Egyptian Arabic","Ayten Amin","Not nominated","E",NA,"","Souad","Souad","Movie",6.4,96,2021,673,"No"
"Q109284668","tt13982708","94-2022","Estonia","On the Water","Estonian","Peeter Simm","Not nominated","E",NA,"","On the Water","Vee peal","Movie",7,95,2020,283,"No"
"Q105393862","tt10944760","94-2022","France","Titane","French","Julia Ducournau","Not nominated","E",7,"2021-10-11","Titane","Titane","Movie",6.5,108,2021,57357,"Yes"
"Q109237187","tt7530340","94-2022","Georgia","Brighton 4th","Georgian, English, Russian","Levan Koguashvili","Not nominated","E",NA,"","Brighton 4th","Brighton 4th","Movie",6.8,90,2021,1013,"No"
"Q85850456","tt9389916","94-2022","Greece","Digger","Greek","Georgis Grigorakis","Not nominated","E",NA,"","Digger","Digger","Movie",7.4,101,2020,2966,"No"
"Q107503642","tt14775496","94-2022","Haiti","Freda","Haitian Creole","Gessica Généus ","Not nominated","E",NA,"","Freda","Freda","Movie",6.4,93,2021,255,"No"
"Q107966501","tt14892216","94-2022","Hong Kong","Zero to Hero","Cantonese","Jimmy Wan","Not nominated","E",NA,"","Zero to Hero","Ma ma de shen qi xiao zi","Movie",6.7,102,2021,1163,"No"
"Q98925323","tt9834506","94-2022","Hungary","Post Mortem","Hungarian, German","Péter Bergendy ","Not nominated","E",6,"2023-10-07","Post Mortem","Post Mortem","Movie",5.5,115,2022,3480,"Yes"
"Q105426082","tt13710226","94-2022","India","Pebbles","Tamil","P. S. Vinothraj","Not nominated","E",NA,"","Pebbles","Koozhangal","Movie",6.9,75,2021,794,"No"
"Q108049536","tt13834788","94-2022","Indonesia","Yuni","Indonesian, Serang Javanese","Kamila Andini","Not nominated","E",NA,"","Yuni","Yuni","Movie",7.4,95,2021,1573,"No"
"Q109609538","tt10732462","94-2022","Iraq","Europa","Mesopotamian Arabic, Bulgarian, English","Haider Rashid","Not nominated","E",NA,"","Europa","Europa","Movie",5.9,72,2021,222,"No"
"Q101245253","tt13448084","94-2022","Ireland","Foscadh","Irish","Seán Breathnach","Not nominated","E",NA,"","Foscadh","Foscadh","Movie",6.2,93,2021,137,"No"
"Q107298396","tt14775586","94-2022","Israel","Let It Be Morning","Palestinian Arabic, Hebrew","Eran Kolirin","Not nominated","E",NA,"","Let It Be Morning","Vayehi Boker","Movie",6.8,101,2021,420,"No"
"Q98690237","tt12792608","94-2022","Kazakhstan","Yellow Cat","Kazakh, Russian","Adilkhan Yerzhanov ","Not nominated","E",NA,"","Yellow Cat","Sary mysyq","Movie",6.2,90,2020,597,"No"
"Q109239185","tt15776638","94-2022","Kenya","Mission to Rescue","Swahili","Gilbert Lukalia","Not nominated","E",NA,"","Mission to Rescue","Mission to Rescue","Movie",6.7,93,2021,16,"No"
"Q65305486","tt14797968","94-2022","Kyrgyzstan","Shambala ","Kyrgyz, English","Artykpai Suyundukov","Not nominated","E",NA,"","Shambala","Shambala","Movie",7,98,2020,24,"No"
"Q109189418","tt11150680","94-2022","Latvia","The Pit","Latvian","Dace Pūce","Not nominated","E",NA,"","The Pit","Bedre","Movie",6.9,107,2020,627,"No"
"Q108084314","tt9860858","94-2022","Lebanon","Costa Brava, Lebanon","Lebanese Arabic","Mounia Akl ","Not nominated","E",NA,"","Costa Brava, Lebanon","Costa Brava, Lebanon","Movie",6.7,106,2021,1037,"No"
"Q100721048","tt5537378","94-2022","Lithuania","Isaac","Lithuanian, German, Russian","Jurgis Matulevičius","Not nominated","E",NA,"","Isaac","Izaokas","Movie",7,104,2019,368,"No"
"Q105658616","tt11097942","94-2022","Luxembourg","Io sto bene","Italian, French, Luxembourgish","Donato Rotunno ","Not nominated","E",NA,"","Io sto bene","Io sto bene","Movie",6.4,94,2020,79,"No"
"Q109237844","tt12634880","94-2022","Malawi","Fatsani: A Tale of Survival","English, Nyanja","Gift Sukez Sukali","Not nominated","E",NA,"","Fatsani - Tale of Survival","Fatsani - Tale of Survival","Movie",8.3,113,2020,50,"No"
"Q109377481","tt13326742","94-2022","Malaysia","Hail, Driver!","Malay, Mandarin","Muzzamer Rahman","Not nominated","E",NA,"","Hail, Driver!","Prebet Sapu","Movie",6.8,82,2020,167,"No"
"Q104902733","tt11379584","94-2022","Malta","Luzzu","Maltese","Alex Camilleri ","Not nominated","E",NA,"","Luzzu","Luzzu","Movie",6.9,94,2021,1905,"No"
"Q109285549","tt10919184","94-2022","Montenegro","After the Winter","Serbo-Croatian","Ivan Bakrač ","Not nominated","E",NA,"","After the Winter","Poslije zime","Movie",6.8,101,2021,97,"No"
"Q107096526","tt14773800","94-2022","Morocco","Casablanca Beats","Moroccan Arabic","Nabil Ayouch","Not nominated","E",NA,"","Casablanca Beats","Haut et fort","Movie",5.9,101,2021,569,"No"
"Q106654849","tt11280826","94-2022","Netherlands","Do Not Hesitate","Dutch, English, Arabic","Shariff Korver ","Not nominated","E",NA,"","Do Not Hesitate","Do Not Hesitate","Movie",6.7,91,2021,408,"No"
"Q109284732","tt14953090","94-2022","North Macedonia","Sisterhood","Macedonian","Dina Duma ","Not nominated","E",NA,"","Sisterhood","Sestri","Movie",6.4,90,2021,599,"No"
"Q109285470","tt15132224","94-2022","Palestine","The Stranger","Palestinian Arabic","Ameer Fakher Eldin","Not nominated","E",NA,"","The Stranger","Al Garib","Movie",6.7,112,2021,114,"No"
"Q107675708","tt10215134","94-2022","Paraguay","Nothing but the Sun","Ayoreo, Spanish","Arami Ullón","Not nominated","E",NA,"","Nothing But the Sun","Apenas el sol","Movie",7.2,75,2020,94,"No"
"Q108857075","tt15495170","94-2022","Peru","Powerful Chief","Spanish, Quechua","Henry Vallejo","Not nominated","E",NA,"","Manco Cápac","Manco Cápac","Movie",6.9,92,2020,117,"No"
"Q107647581","tt13473548","94-2022","Poland","Leave No Traces","Polish","Jan P. Matuszyński","Not nominated","E",NA,"","Leave No Traces","Zeby nie bylo sladów","Movie",7.1,160,2021,1933,"No"
"Q84428750","tt11625100","94-2022","Portugal","The Metamorphosis of Birds","Portuguese","Catarina Vasconcelos","Not nominated","E",NA,"","The Metamorphosis of Birds","A Metamorfose dos Pássaros","Movie",7.4,101,2020,1638,"No"
"Q105441000","tt14033502","94-2022","Romania","Bad Luck Banging or Loony Porn","Romanian","Radu Jude","Not nominated","E",NA,"","Bad Luck Banging or Loony Porn","Babardeala cu bucluc sau porno balamuc","Movie",6.5,106,2021,10642,"No"
"Q107426602","tt14775666","94-2022","Russia","Unclenching the Fists","Ossetian","Kira Kovalenko","Not nominated","E",NA,"","Unclenching the Fists","Razzhimaya kulaki","Movie",6.6,97,2021,1736,"No"
"Q104095081","tt13657102","94-2022","Saudi Arabia","The Tambour of Retribution","Najdi Arabic","Abdulaziz Alshlahei","Not nominated","E",NA,"","The Tambour of Retribution","Had Al Tar","Movie",6.8,92,2020,1386,"No"
"Q108672421","tt10577318","94-2022","Serbia","Oasis","Serbian","Ivan Ikić","Not nominated","E",NA,"","Oasis","Oaza","Movie",6.5,122,2020,361,"No"
"Q107675669","tt13212746","94-2022","Singapore","Precious Is the Night","Mandarin","Wayne Peng","Not nominated","E",NA,"","Precious Is the Night","Precious Is the Night","Movie",5,80,2020,138,"No"
"Q86000313","tt15119676","94-2022","Slovakia","107 Mothers","Slovak, Ukrainian, Russian","Peter Kerekes ","Not nominated","E",NA,"","107 Mothers","Cenzorka","Movie",7,93,2021,460,"No"
"Q108809316","tt11114992","94-2022","Slovenia","Sanremo","Slovene","Miroslav Mandić","Not nominated","E",NA,"","Sanremo","Sanremo","Movie",6.1,90,2020,242,"No"
"Q108652166","tt4440842","94-2022","Somalia","The Gravedigger's Wife","Somali","Khadar Ayderus Ahmed","Not nominated","E",NA,"","The Gravedigger's Wife","Guled & Nasra","Movie",6.4,82,2021,742,"No"
"Q108940238","tt11564468","94-2022","South Africa","Barakat","Afrikaans, English","Amy Jephta","Not nominated","E",NA,"","Barakat","Barakat","Movie",6.6,105,2020,114,"No"
"Q107208538","tt14810692","94-2022","South Korea","Escape from Mogadishu","Korean, English, Somali, Arabic","Ryoo Seung-wan","Not nominated","E",NA,"","Escape from Mogadishu","Mogadisyu","Movie",7,121,2021,7323,"No"
"Q101799929","tt9850488","94-2022","Sweden","Tigers","English, Swedish, Italian","Ronnie Sandahl ","Not nominated","E",NA,"","Tigers","Tigrar","Movie",6.8,116,2020,1657,"No"
"Q108619371","tt13145186","94-2022","Switzerland","Olga","French, Ukrainian","Elie Grappe ","Not nominated","E",NA,"","Olga","Olga","Movie",6.8,85,2021,1179,"No"
"Q108393005","tt15119668","94-2022","Taiwan","The Falls","Mandarin","Chung Mong-hong","Not nominated","E",NA,"","The Falls","Pu bu","Movie",7,129,2021,2252,"No"
"Q107073403","tt13446168","94-2022","Thailand","The Medium","Isan, Thai","Banjong Pisanthanakun","Not nominated","E",NA,"","The Medium","Rang song","Movie",6.5,130,2021,13559,"No"
"Q109284721","tt15672614","94-2022","Tunisia","Golden Butterfly","Tunisian Arabic, French","Abdelhamid Bouchnak","Not nominated","E",NA,"","Fartattou el thahab","Fartattou el thahab","Movie",7.5,90,2021,88,"No"
"Q107292117","tt13649034","94-2022","Turkey","Commitment Hasan","Turkish","Semih Kaplanoğlu","Not nominated","E",NA,"","Commitment Hasan","Baglilik Hasan","Movie",6.5,147,2021,574,"No"
"Q108703864","tt8126172","94-2022","Ukraine","Bad Roads","Russian, Ukrainian","Nataliia Vorozhbyt","Not nominated","E",NA,"","Bad Roads","Pohani dorohy","Movie",6.8,105,2020,865,"No"
"Q109534222","tt13234764","94-2022","United Kingdom","Dying to Divorce","Turkish, English","Chloe Fairweather","Not nominated","E",NA,"","Dying to Divorce","Dying to Divorce","Movie",7.8,82,2021,210,"No"
"Q109239205","tt15476398","94-2022","Uruguay","The Broken Glass Theory","Spanish","Diego Fernández","Not nominated","E",NA,"","La Teoría de los Vidrios Rotos","La Teoría de los Vidrios Rotos","Movie",6.1,80,2021,96,"No"
"Q104872482","tt13346298","94-2022","Uzbekistan","2000 Songs of Farida","Uzbek","Yalkin Tuychiev","Not nominated","E",NA,"","2000 Songs of Farida","2000 Songs of Farida","Movie",8.3,110,2020,45,"No"
"Q109535565","tt13815678","94-2022","Venezuela","The Inner Glow","Spanish","Andrés Eduardo Rodríguez, Luis Alejandro Rodríguez","Not nominated","E",NA,"","Un destello interior","Un destello interior","Movie",5.3,90,2020,14,"No"
"Q106103792","tt13925862","94-2022","Vietnam","Dad, I'm Sorry","Vietnamese","Trấn Thành, Vũ Ngọc Đãng ","Not nominated","E",NA,"","Dad, I'm Sorry","Bo Gia","Movie",6.7,128,2021,1065,"No"
"Q108907348","tt12244822","94-2022","Jordan","Amira","Palestinian Arabic","Mohamed Diab","Withdrawn","H",NA,"","Amira","Amira","Movie",3.9,98,2021,8045,"No"
"Q108837349","tt1016150","95-2023","Germany","All Quiet on the Western Front","German, French, English","Edward Berger","Won Academy Award","A",7,"2023-02-01","All Quiet on the Western Front","Im Westen nichts Neues","Movie",7.8,148,2022,249860,"Yes"
"Q113450389","tt15301048","95-2023","Argentina","Argentina, 1985","Spanish","Santiago Mitre","Nominated","B",9,"2023-08-28","Argentina, 1985","Argentina, 1985","Movie",7.6,140,2022,31639,"Yes"
"Q107920304","tt9660502","95-2023","Belgium","Close","French, Dutch","Lukas Dhont","Nominated","B",9,"2023-10-07","Close","Close","Movie",7.8,104,2022,36894,"Yes"
"Q110161848","tt15109082","95-2023","Ireland","The Quiet Girl","Irish","Colm Bairéad","Nominated","B",8,"2023-02-20","The Quiet Girl","An Cailín Ciúin","Movie",7.7,95,2022,22818,"Yes"
"Q111601259","tt19652910","95-2023","Poland","EO","Polish, Italian, English, French","Jerzy Skolimowski","Nominated","B",7,"2022-12-17","EO","Eo","Movie",6.7,88,2023,14760,"Yes"
"Q110158599","tt11992694","95-2023","Austria","Corsage","German, French, English, Hungarian","Marie Kreutzer","Made shortlist","D",8,"2023-01-11","Corsage","Corsage","Movie",6.6,114,2023,9874,"Yes"
"Q112762598","tt19719836","95-2023","Cambodia","Return to Seoul","French, Korean, English","Davy Chou","Made shortlist","D",8,"2023-12-13","Return to Seoul","Retour à Séoul","Movie",7,119,2022,8682,"Yes"
"Q111600223","tt18550140","95-2023","Denmark","Holy Spider","Persian","Ali Abbasi","Made shortlist","D",6,"2023-12-11","Holy Spider","Holy Spider","Movie",7.3,118,2023,26159,"Yes"
"Q113443388","tt15376894","95-2023","France","Saint Omer","French","Alice Diop","Made shortlist","D",NA,"","Saint Omer","Saint Omer","Movie",6.8,122,2022,5197,"No"
"Q107259079","tt9681686","95-2023","India","Last Film Show","Gujarati","Pan Nalin","Made shortlist","D",NA,"","Last Film Show","Chhello Show","Movie",7.4,110,2021,4480,"No"
"Q106040462","tt14176542","95-2023","Mexico","Bardo, False Chronicle of a Handful of Truths","Spanish, English","Alejandro González Iñárritu","Made shortlist","D",7,"2022-11-20","Bardo: False Chronicle of a Handful of Truths","Bardo, falsa crónica de unas cuantas verdades","Movie",6.7,159,2022,15164,"Yes"
"Q112034047","tt17679584","95-2023","Morocco","The Blue Caftan","Moroccan Arabic","Maryam Touzani","Made shortlist","D",7,"2023-11-18","The Blue Caftan","Le bleu du caftan","Movie",7.6,122,2023,5433,"Yes"
"Q112126298","tt19719976","95-2023","Pakistan","Joyland","Urdu, Punjabi","Saim Sadiq","Made shortlist","D",8,"2023-06-04","Joyland","Joyland","Movie",7.6,126,2022,6470,"Yes"
"Q100889636","tt12477480","95-2023","South Korea","Decision to Leave","Korean, Mandarin","Park Chan-wook","Made shortlist","D",9,"2022-12-19","Decision to Leave","Heojil kyolshim","Movie",7.3,139,2022,56434,"Yes"
"Q111600269","tt15452062","95-2023","Sweden","Cairo Conspiracy","Egyptian Arabic","Tarik Saleh","Made shortlist","D",7,"2023-11-06","Cairo Conspiracy","Walad min al-Janna","Movie",7,126,2023,7463,"Yes"
"Q115331341","tt15617690","95-2023","Albania","A Cup of Coffee and New Shoes On","Albanian, Albanian Sign Language","Gentian Koçi","Not nominated","E",NA,"","A Cup of Coffee and New Shoes On","A Cup of Coffee and New Shoes On","Movie",7.4,99,2022,137,"No"
"Q113241292","tt19725816","95-2023","Algeria","Our Brothers ","French","Rachid Bouchareb","Not nominated","E",NA,"","Nos frangins","Nos frangins","Movie",6.2,92,2022,211,"No"
"Q114860269","tt20873160","95-2023","Armenia","Aurora's Sunrise","Armenian, English, Turkish, Kurdish, German","Inna Sahakyan","Not nominated","E",NA,"","Aurora's Sunrise","Aurora's Sunrise","Movie",7.9,96,2022,946,"No"
"Q104880088","tt8296030","95-2023","Australia","You Won't Be Alone","Macedonian","Goran Stolevski","Not nominated","E",7,"2022-04-03","You Won't Be Alone","You Won't Be Alone","Movie",6.4,108,2022,11281,"Yes"
"Q118970293","tt23146784","95-2023","Azerbaijan","Creators","Azerbaijani, Russian","Shamil Aliyev ","Not nominated","E",NA,"","Yaradanlar","Yaradanlar","Movie",NA,61,2021,0,"No"
"Q112623753","tt10928202","95-2023","Bangladesh","Hawa","Bengali","Mejbaur Rahman Sumon","Not nominated","E",NA,"","Hawa","Hawa","Movie",7.7,131,2022,6538,"No"
"Q111382986","tt10984580","95-2023","Bolivia","Utama","South Bolivian Quechua, Spanish","Alejandro Loayza Grisi","Not nominated","E",NA,"","Utama","Utama","Movie",7.2,87,2022,2118,"No"
"Q118970481","tt21429844","95-2023","Bosnia and Herzegovina","A Ballad ","Bosnian","Aida Begić","Not nominated","E",NA,"","Balada","Balada","Movie",5.7,120,2022,68,"No"
"Q111461358","tt16377816","95-2023","Brazil","Mars One","Brazilian Portuguese","Gabriel Martins ","Not nominated","E",NA,"","Mars One","Marte Um","Movie",7.4,115,2022,2175,"No"
"Q113946596","tt12595378","95-2023","Bulgaria","In the Heart of the Machine","Bulgarian","Martin Makariev ","Not nominated","E",NA,"","In the Heart of the Machine","V sartseto na mashinata","Movie",7.3,115,2022,2656,"No"
"Q115491686","tt22072316","95-2023","Cameroon","The Planter's Plantation","Cameroonian Pidgin English","Eystein Young Dingha ","Not nominated","E",NA,"","The Planters Plantation","The Planters Plantation","Movie",9.1,129,2022,30,"No"
"Q112118943","tt20199286","95-2023","Canada","Eternal Spring","Mandarin, English","Jason Loftus","Not nominated","E",NA,"","Eternal Spring","Eternal Spring","Movie",6.9,86,2022,1705,"No"
"Q115757119","tt21376206","95-2023","Chile","Blanquita","Spanish","Fernando Guzzoni ","Not nominated","E",NA,"","Blanquita","Blanquita","Movie",6.3,94,2022,317,"No"
"Q110599102","tt15783462","95-2023","China","Nice View","Mandarin","Wen Muye","Not nominated","E",NA,"","Nice View","Qi ji · Ben xiao hai","Movie",6.7,106,2022,1230,"No"
"Q114198945","tt15399372","95-2023","Colombia","The Kings of the World","Spanish","Laura Mora ","Not nominated","E",NA,"","The Kings of the World","Los reyes del mundo","Movie",7,103,2022,2262,"No"
"Q113678179","tt19719864","95-2023","Costa Rica","Domingo and the Mist","Domingo y la niebla","Ariel Escalante","Not nominated","E",NA,"","Domingo y la niebla","Domingo y la niebla","Movie",5.8,86,2022,133,"No"
"Q115300400","tt21230074","95-2023","Croatia","Safe Place ","Croatian","Juraj Lerotić","Not nominated","E",NA,"","Safe Place","Sigurno mjesto","Movie",7.2,103,2022,1521,"No"
"Q98459807","tt10726774","95-2023","Czech Republic","Il Boemo","Italian, German, Czech","Petr Václav","Not nominated","E",NA,"","The Bohemian","Il Boemo","Movie",6.4,130,2022,576,"No"
"Q116457269","tt13834196","95-2023","Dominican Republic","Bantú Mama","French, Spanish","Ivan Herrera","Not nominated","E",NA,"","Bantú Mama","Bantú Mama","Movie",6.3,77,2021,213,"No"
"Q119138749","tt11294544","95-2023","Ecuador","Lo invisible ","Spanish","Javier Andrade","Not nominated","E",NA,"","Lo invisible","Lo invisible","Movie",6,83,2021,73,"No"
"Q115940995","tt21874630","95-2023","Estonia","Kalev ","Estonian, Russian","Ove Musting","Not nominated","E",NA,"","Kalev","Kalev","Movie",7.3,91,2022,770,"No"
"Q110323750","tt13328800","95-2023","Finland","Girl Picture","Finnish, French","Alli Haapasalo","Not nominated","E",NA,"","Girl Picture","Tytöt tytöt tytöt","Movie",6.9,100,2022,2851,"No"
"Q119978906","tt11703882","95-2023","Georgia","A Long Break ","Georgian","Davit Pirtskhalava","Not nominated","E",NA,"","A Long Break","Didi shesveneba","Movie",6.6,110,2022,63,"No"
"Q119155376","tt15747042","95-2023","Greece","Magnetic Fields ","Greek","Yorgos Goussis","Not nominated","E",NA,"","Magnetic Fields","Magnitika pedia","Movie",6.7,78,2021,1860,"No"
"Q117312248","tt14560726","95-2023","Guatemala","The Silence of the Mole","Spanish","Anäis Taracena","Not nominated","E",NA,"","El Silencio del Topo","El Silencio del Topo","Movie",7.5,91,2021,57,"No"
"Q43734006","tt6902394","95-2023","Hong Kong","Where the Wind Blows","Cantonese","Philip Yung","Not nominated","E",NA,"","Where the Wind Blows","Feng zai qi shi","Movie",5.9,144,2022,645,"No"
"Q113884902","tt21264924","95-2023","Hungary","Blockade ","Hungarian","Ádám Tõsér ","Not nominated","E",NA,"","Blokád","Blokád","Movie",5.9,105,2022,2225,"No"
"Q110613399","tt13845660","95-2023","Iceland","Beautiful Beings","Icelandic","Guðmundur Arnar Guðmundsson","Not nominated","E",6,"2023-12-10","Beautiful Beings","Berdreymi","Movie",7.4,123,2022,2497,"Yes"
"Q109776044","tt16266336","95-2023","Indonesia","Missing Home","Toba Batak, Indonesian","Bene Dion Rajagukguk ","Not nominated","E",NA,"","Missing Home","Ngeri-Ngeri Sedap","Movie",8,114,2022,2191,"No"
"Q109297092","tt21378744","95-2023","Iran","World War III","Persian","Houman Seyyedi","Not nominated","E",6,"2024-06-02","World War III","Jang-e jahani sevom","Movie",7.1,117,2023,3434,"Yes"
"Q111732414","tt14463426","95-2023","Iraq","The Exam","Kurdish","Shawkat Amin Korki","Not nominated","E",NA,"","The Exam","The Exam","Movie",6.8,89,2021,358,"No"
"Q111234423","tt6443330","95-2023","Israel","Cinema Sabaya","Hebrew, Palestinian Arabic","Orit Fouks Rotem ","Not nominated","E",NA,"","Cinema Sabaya","Cinema Sabaya","Movie",7.1,91,2021,399,"No"
"Q111646470","tt14034614","95-2023","Italy","Nostalgia","Italian, Egyptian Arabic","Mario Martone","Not nominated","E",NA,"","Nostalgia","Nostalgia","Movie",6.7,117,2022,3395,"No"
"Q112971431","tt19719904","95-2023","Japan","Plan 75","Japanese, Filipino","Chie Hayakawa ","Not nominated","E",NA,"","Plan 75","Plan 75","Movie",6.6,113,2022,2291,"No"
"Q114830722","tt11555492","95-2023","Jordan","Farha","Palestinian Arabic, Hebrew, English","Darin J. Sallam","Not nominated","E",NA,"","Farha","Farha","Movie",8.1,92,2021,89550,"No"
"Q118976203","tt17505240","95-2023","Kazakhstan","Life","Russian, Kazakh","Emir Baigazin","Not nominated","E",NA,"","Zhizn","Zhizn","Movie",5.5,175,2022,22,"No"
"Q114373373","tt21343836","95-2023","Kenya","TeraStorm","Swahili, English","Andrew Kaggia","Not nominated","E",NA,"","TeraStorm","TeraStorm","Movie",7.2,62,2022,24,"No"
"Q105426085","tt13886890","95-2023","Kosovo","Looking for Venera ","Albanian","Norika Sefa","Not nominated","E",NA,"","Looking for Venera","Në kërkim të Venerës","Movie",6.5,111,2021,235,"No"
"Q119440511","tt22269066","95-2023","Kyrgyzstan","Home for Sale ","Kyrgyz","Taalaibek Kulmendeev","Not nominated","E",NA,"","Prodayetsya Dom","Prodayetsya Dom","Movie",NA,82,2022,0,"No"
"Q111697630","tt14326086","95-2023","Latvia","January ","Lithuanian, Latvian, Russian","Viestur Kairish","Not nominated","E",NA,"","Janvaris","Janvaris","Movie",6.5,95,2022,457,"No"
"Q105440980","tt7265490","95-2023","Lebanon","Memory Box","French, Lebanese Arabic, English","Joana Hadjithomas, Khalil Joreige","Not nominated","E",NA,"","Memory Box","Memory Box","Movie",6.6,102,2021,825,"No"
"Q119520025","tt15118036","95-2023","Lithuania","Pilgrimsy ","Lithuanian","Laurynas Bareiša ","Not nominated","E",NA,"","Pilgrims","Piligrimai","Movie",5.8,92,2021,540,"No"
"Q112107373","tt13558022","95-2023","Luxembourg","Icare ","French","Carlo Vogele ","Not nominated","E",NA,"","Icarus","Icare","Movie",6.6,76,2022,385,"No"
"Q115538622","tt21407016","95-2023","Moldova","Carbon ","Romanian, Russian","Ion Borș","Not nominated","E",NA,"","Carbon","Carbon","Movie",8,103,2022,689,"No"
"Q119571309","tt22059648","95-2023","Mongolia","Harvest Moon ","Mongolian","Amarsaikhan Baljinnyam","Not nominated","E",NA,"","Ergej irekhgüi namar","Ergej irekhgüi namar","Movie",7.5,90,2022,211,"No"
"Q119571536","tt15185122","95-2023","Montenegro","The Elegy of Laurel ","Serbian","Dušan Kasalica","Not nominated","E",NA,"","The Elegy of Laurel","Elegija lovora","Movie",5.4,93,2021,63,"No"
"Q115641991","tt9623736","95-2023","Nepal","Butterfly on the Windowpane","Nepali","Sujit Bidari","Not nominated","E",NA,"","Ainaa Jhyal Ko Putali","Ainaa Jhyal Ko Putali","Movie",8,96,2020,193,"No"
"Q114700520","tt19837660","95-2023","Netherlands","Narcosis","Dutch","Martijn de Jong","Not nominated","E",NA,"","Narcosis","Narcosis","Movie",6.7,110,2022,663,"No"
"Q113156871","tt15686638","95-2023","New Zealand","Muru","Māori, English","Tearepa Kahi","Not nominated","E",NA,"","Muru","Muru","Movie",6.7,104,2022,344,"No"
"Q115751588","tt21138322","95-2023","North Macedonia","The Happiest Man in the World ","Bosnian","Teona Strugar Mitevska ","Not nominated","E",NA,"","The Happiest Man in the World","Najsrekjniot chovek na svetot","Movie",6.6,100,2022,514,"No"
"Q113560116","tt17633184","95-2023","Norway","War Sailor","Norwegian, German, English","Gunnar Vikene","Not nominated","E",6,"2023-11-27","War Sailor","Krigsseileren","Movie",7.3,150,2022,4029,"Yes"
"Q112191474","tt19785426","95-2023","Palestine","Mediterranean Fever","Palestinian Arabic","Maha Haj","Not nominated","E",NA,"","Mediterranean Fever","Mediterranean Fever","Movie",6.7,108,2022,535,"No"
"Q115608932","tt16765812","95-2023","Panama","Birthday Boy","Spanish","Arturo Montenegro","Not nominated","E",NA,"","Cumpleañero","Cumpleañero","Movie",8,96,2022,42,"No"
