"ItemTitle","IMDBid","Rating","Rated.Date"
"The Little Rascals","tt0110366","5","Rated on 14 Jul 2021"
"ParaNorman","tt1623288","7","Rated on 14 Jul 2021"
"Homeward Bound: The Incredible Journey","tt0107131","7","Rated on 14 Jul 2021"
"The Lost Boys","tt0093437","8","Rated on 14 Jul 2021"
"Hercules","tt0119282","4","Rated on 14 Jul 2021"
"Halloweentown","tt0173886","4","Rated on 14 Jul 2021"
"Sleeping Beauty","tt0053285","5","Rated on 14 Jul 2021"
"A Goofy Movie","tt0113198","7","Rated on 14 Jul 2021"
"Rudolph the Red-Nosed Reindeer","tt0058536","7","Rated on 14 Jul 2021"
"Cinderella","tt0042332","5","Rated on 14 Jul 2021"
"Anastasia","tt0118617","8","Rated on 14 Jul 2021"
"The Fox and the Hound","tt0082406","6","Rated on 14 Jul 2021"
"Coraline","tt0327597","7","Rated on 14 Jul 2021"
"The Muppet Christmas Carol","tt0104940","7","Rated on 14 Jul 2021"
"The Parent Trap","tt0120783","5","Rated on 14 Jul 2021"
"The Polar Express","tt0338348","5","Rated on 14 Jul 2021"
"Rise of the Planet of the Apes","tt1318514","5","Rated on 14 Jul 2021"
"The Blair Witch Project","tt0185937","6","Rated on 14 Jul 2021"
"A Christmas Story","tt0085334","6","Rated on 14 Jul 2021"
"Corpse Bride","tt0121164","7","Rated on 14 Jul 2021"
"The Secret of NIMH","tt0084649","7","Rated on 14 Jul 2021"
"Holes","tt0311289","7","Rated on 14 Jul 2021"
"Charlie and the Chocolate Factory","tt0367594","5","Rated on 14 Jul 2021"
"Contact","tt0118884","9","Rated on 14 Jul 2021"
"The Princess Diaries","tt0247638","6","Rated on 14 Jul 2021"
"Chitty Chitty Bang Bang","tt0062803","7","Rated on 14 Jul 2021"
"The Land Before Time","tt0095489","4","Rated on 14 Jul 2021"
"The AristoCats","tt0065421","6","Rated on 14 Jul 2021"
"Wayne's World","tt0105793","5","Rated on 14 Jul 2021"
"Home Alone 2: Lost in New York","tt0104431","6","Rated on 14 Jul 2021"
"Return to Oz","tt0089908","6","Rated on 14 Jul 2021"
"The Witches","tt0100944","7","Rated on 14 Jul 2021"
"Lady and the Tramp","tt0048280","5","Rated on 14 Jul 2021"
"Napoleon Dynamite","tt0374900","6","Rated on 14 Jul 2021"
"Mulan","tt0120762","6","Rated on 14 Jul 2021"
"Scream","tt0117571","6","Rated on 14 Jul 2021"
"Soylent Green","tt0070723","7","Rated on 14 Jul 2021"
"Hook","tt0102057","6","Rated on 14 Jul 2021"
"My Girl","tt0102492","6","Rated on 14 Jul 2021"
"The Karate Kid","tt0087538","6","Rated on 14 Jul 2021"
"The Sandlot","tt0108037","6","Rated on 14 Jul 2021"
"Robin Hood","tt0070608","5","Rated on 14 Jul 2021"
"Honey, I Shrunk the Kids","tt0097523","6","Rated on 14 Jul 2021"
"Peter Pan","tt0046183","6","Rated on 14 Jul 2021"
"Freaky Friday","tt0322330","5","Rated on 14 Jul 2021"
"Jumanji","tt0113497","6","Rated on 14 Jul 2021"
"School of Rock","tt0332379","7","Rated on 14 Jul 2021"
"The Hunchback of Notre Dame","tt0116583","5","Rated on 14 Jul 2021"
"A Bug's Life","tt0120623","6","Rated on 14 Jul 2021"
"The Simpsons Movie","tt0462538","5","Rated on 14 Jul 2021"
"James and the Giant Peach","tt0116683","8","Rated on 14 Jul 2021"
"The NeverEnding Story","tt0088323","7","Rated on 14 Jul 2021"
"Charlotte's Web","tt0070016","6","Rated on 14 Jul 2021"
"Alice in Wonderland","tt0043274","6","Rated on 14 Jul 2021"
"One Hundred and One Dalmatians","tt0055254","5","Rated on 14 Jul 2021"
"The Jungle Book","tt0061852","5","Rated on 14 Jul 2021"
"Superman","tt0078346","6","Rated on 14 Jul 2021"
"Planet of the Apes","tt0063442","8","Rated on 14 Jul 2021"
"Space Jam","tt0117705","7","Rated on 14 Jul 2021"
"I Married a Witch","tt0034881","5","Rated on 14 Jul 2021"
"1984","tt0087803","6","Rated on 14 Jul 2021"
"Mon Oncle","tt0050706","7","Rated on 14 Jul 2021"
"The Black Stallion","tt0078872","7","Rated on 14 Jul 2021"
"Lord of the Flies","tt0057261","6","Rated on 14 Jul 2021"
"The Brood","tt0078908","7","Rated on 14 Jul 2021"
"Halloween","tt0077651","7","Rated on 14 Jul 2021"
"The Most Dangerous Game","tt0023238","8","Rated on 14 Jul 2021"
"Carnival of Souls","tt0055830","6","Rated on 14 Jul 2021"
"Personal Shopper","tt4714782","6","Rated on 14 Jul 2021"
"Frances Ha","tt2347569","6","Rated on 14 Jul 2021"
"Solaris","tt0069293","9","Rated on 14 Jul 2021"
"Scanners","tt0081455","7","Rated on 14 Jul 2021"
"From Russia with Love","tt0057076","6","Rated on 14 Jul 2021"
"Bottle Rocket","tt0115734","5","Rated on 14 Jul 2021"
"The Darjeeling Limited","tt0838221","4","Rated on 14 Jul 2021"
"Dr. No","tt0055928","6","Rated on 14 Jul 2021"
"The Virgin Suicides","tt0159097","6","Rated on 14 Jul 2021"
"Portrait of a Lady on Fire","tt8613070","8","Rated on 14 Jul 2021"
"Blade Runner","tt0083658","9","Rated on 14 Jul 2021"
"Fast Times at Ridgemont High","tt0083929","6","Rated on 14 Jul 2021"
"The Irishman","tt1302006","5","Rated on 14 Jul 2021"
"Armageddon","tt0120591","3","Rated on 14 Jul 2021"
"The Princess Bride","tt0093779","6","Rated on 14 Jul 2021"
"This Is It","tt1477715","7","Rated on 14 Jul 2021"
"Straight Outta Compton","tt1398426","8","Rated on 14 Jul 2021"
"Hamilton","tt8503618","6","Rated on 14 Jul 2021"
"Bye Bye Birdie","tt0056891","6","Rated on 14 Jul 2021"
"All That Jazz","tt0078754","8","Rated on 14 Jul 2021"
"Murder on the Orient Express","tt0071877","6","Rated on 11 Jul 2021"
"I Remember","tt0071129","8","Rated on 11 Jul 2021"
"Blithe Spirit","tt0038363","6","Rated on 11 Jul 2021"
"Stand by Me","tt0092005","7","Rated on 11 Jul 2021"
"Alien Xmas","tt11332750","6","Rated on 11 Jul 2021"
"Santa Girl","tt7315570","1","Rated on 11 Jul 2021"
"Holly Star","tt6268734","3","Rated on 11 Jul 2021"
"A Cinderella Story: Christmas Wish","tt10326928","4","Rated on 11 Jul 2021"
"Drunk Parents","tt5037840","2","Rated on 11 Jul 2021"
"Christmas Wedding Planner","tt7074092","2","Rated on 11 Jul 2021"
"A Bad Moms Christmas","tt6359956","1","Rated on 11 Jul 2021"
"Holiday Rush","tt10091530","5","Rated on 11 Jul 2021"
"Christmas on the Square","tt10627548","5","Rated on 11 Jul 2021"
"Four Christmases","tt0369436","1","Rated on 11 Jul 2021"
"Christmas Inheritance","tt7608534","4","Rated on 11 Jul 2021"
"The Holiday Calendar","tt8262802","5","Rated on 11 Jul 2021"
"A Christmas Prince: The Royal Wedding","tt8709036","4","Rated on 11 Jul 2021"
"A Christmas Prince: The Royal Baby","tt10006006","3","Rated on 11 Jul 2021"
"A Christmas Prince","tt7608418","6","Rated on 11 Jul 2021"
"Operation Christmas Drop","tt13236566","5","Rated on 11 Jul 2021"
"The Christmas Chronicles","tt2990140","5","Rated on 11 Jul 2021"
"The Christmas Chronicles: Part Two","tt11057644","5","Rated on 11 Jul 2021"
"The Nightmare Before Christmas","tt0107688","8","Rated on 11 Jul 2021"
"The Knight Before Christmas","tt10060094","5","Rated on 11 Jul 2021"
"Klaus","tt4729430","7","Rated on 11 Jul 2021"
"Jingle Jangle: A Christmas Journey","tt7736496","6","Rated on 11 Jul 2021"
"Holiday in the Wild","tt8510488","6","Rated on 11 Jul 2021"
"Let It Snow","tt1950235","5","Rated on 11 Jul 2021"
"The Princess Switch","tt8954732","6","Rated on 11 Jul 2021"
"The Princess Switch: Switched Again","tt11199410","2","Rated on 11 Jul 2021"
"Holidate","tt9866072","3","Rated on 11 Jul 2021"
"Shazam!","tt0448115","6","Rated on 11 Jul 2021"
"The Sure Thing","tt0090103","6","Rated on 11 Jul 2021"
"Pleasantville","tt0120789","8","Rated on 11 Jul 2021"
"Moonrise Kingdom","tt1748122","6","Rated on 11 Jul 2021"
"Isle of Dogs","tt5104604","7","Rated on 11 Jul 2021"
"Invasion of the Body Snatchers","tt0049366","9","Rated on 11 Jul 2021"
"Invasion of the Body Snatchers","tt0077745","7","Rated on 11 Jul 2021"
"Jodorowsky's Dune","tt1935156","8","Rated on 11 Jul 2021"
"The Kid Detective","tt8980602","7","Rated on 11 Jul 2021"
"The Kings of Summer","tt2179116","8","Rated on 11 Jul 2021"
"Knight and Day","tt1013743","7","Rated on 11 Jul 2021"
"The Life Aquatic with Steve Zissou","tt0362270","5","Rated on 11 Jul 2021"
"Lilo & Stitch","tt0275847","8","Rated on 11 Jul 2021"
"Life as a House","tt0264796","8","Rated on 11 Jul 2021"
"Life Itself","tt2382298","7","Rated on 11 Jul 2021"
"The Little Shop of Horrors","tt0054033","6","Rated on 11 Jul 2021"
"Logan","tt3315342","8","Rated on 11 Jul 2021"
"Logan's Run","tt0074812","6","Rated on 11 Jul 2021"
"The Long Kiss Goodnight","tt0116908","8","Rated on 11 Jul 2021"
"Love & Other Drugs","tt0758752","6","Rated on 11 Jul 2021"
"Love & Mercy","tt0903657","7","Rated on 11 Jul 2021"
"Love Actually","tt0314331","6","Rated on 11 Jul 2021"
"Love Me If You Dare","tt0364517","7","Rated on 11 Jul 2021"
"Lucy","tt2872732","5","Rated on 11 Jul 2021"
"The Man from U.N.C.L.E.","tt1638355","5","Rated on 11 Jul 2021"
"Magic Mike XXL","tt2268016","7","Rated on 11 Jul 2021"
"Magic Mike","tt1915581","4","Rated on 11 Jul 2021"
"The Man Who Fell to Earth","tt0074851","7","Rated on 11 Jul 2021"
"The Martian","tt3659388","7","Rated on 11 Jul 2021"
"Mary Poppins Returns","tt5028340","7","Rated on 11 Jul 2021"
"Matilda","tt0117008","8","Rated on 11 Jul 2021"
"Mean Girls","tt0377092","8","Rated on 11 Jul 2021"
"Memento","tt0209144","9","Rated on 11 Jul 2021"
"Metropolis","tt0017136","10","Rated on 11 Jul 2021"
"Millions","tt0366777","7","Rated on 11 Jul 2021"
"Moana","tt3521164","7","Rated on 11 Jul 2021"
"What Happened to Monday","tt1536537","5","Rated on 11 Jul 2021"
"Monday","tt8884906","6","Rated on 11 Jul 2021"
"Moon","tt1182345","7","Rated on 11 Jul 2021"
"Morning Glory","tt1126618","6","Rated on 11 Jul 2021"
"A Most Wanted Man","tt1972571","6","Rated on 11 Jul 2021"
"Mother!","tt5109784","5","Rated on 11 Jul 2021"
"Mr. & Mrs. Smith","tt0356910","5","Rated on 11 Jul 2021"
"Mr. Holland's Opus","tt0113862","8","Rated on 11 Jul 2021"
"Night and Fog","tt0048434","10","Rated on 11 Jul 2021"
"Nightcrawler","tt2872718","7","Rated on 11 Jul 2021"
"The Notebook","tt0332280","7","Rated on 11 Jul 2021"
"Ocean's Eight","tt5164214","6","Rated on 11 Jul 2021"
"Office Space","tt0151804","7","Rated on 11 Jul 2021"
"Onward","tt7146812","8","Rated on 11 Jul 2021"
"Orange County","tt0273923","6","Rated on 11 Jul 2021"
"The Other Sister","tt0123209","7","Rated on 11 Jul 2021"
"Our Friend","tt9608818","7","Rated on 11 Jul 2021"
"Paddington 2","tt4468740","8","Rated on 11 Jul 2021"
"Rebecca","tt2235695","4","Rated on 11 Jul 2021"
"Requiem for a Dream","tt0180093","8","Rated on 11 Jul 2021"
"Revolutionary Road","tt0959337","8","Rated on 11 Jul 2021"
"The Royal Tenenbaums","tt0265666","8","Rated on 11 Jul 2021"
"Tinker Tailor Soldier Spy","tt1340800","6","Rated on 11 Jul 2021"
"Top Five","tt2784678","6","Rated on 11 Jul 2021"
"The Tourist","tt1243957","5","Rated on 11 Jul 2021"
"Trading Places","tt0086465","7","Rated on 11 Jul 2021"
"Troop Beverly Hills","tt0098519","5","Rated on 11 Jul 2021"
"Tron","tt0084827","7","Rated on 11 Jul 2021"
"Tron: Legacy","tt1104001","6","Rated on 11 Jul 2021"
"The Truman Show","tt0120382","8","Rated on 11 Jul 2021"
"The Truth About Cats & Dogs","tt0117979","5","Rated on 11 Jul 2021"
"12 Monkeys","tt0114746","8","Rated on 11 Jul 2021"
"Under the Tuscan Sun","tt0328589","6","Rated on 11 Jul 2021"
"Upgrade","tt6499752","6","Rated on 11 Jul 2021"
"Us","tt6857112","7","Rated on 11 Jul 2021"
"Valerian and the City of a Thousand Planets","tt2239822","7","Rated on 11 Jul 2021"
"Valley Girl","tt1266036","4","Rated on 11 Jul 2021"
"Vampyr","tt0023649","8","Rated on 11 Jul 2021"
"A Very Long Engagement","tt0344510","7","Rated on 11 Jul 2021"
"WarGames","tt0086567","8","Rated on 11 Jul 2021"
"Whale Rider","tt0298228","8","Rated on 11 Jul 2021"
"White God","tt2844798","6","Rated on 11 Jul 2021"
"The Wicker Man","tt0070917","8","Rated on 11 Jul 2021"
"The Wiz","tt0078504","6","Rated on 11 Jul 2021"
"Wreck-It Ralph","tt1772341","7","Rated on 11 Jul 2021"
"The X Files","tt0120902","7","Rated on 11 Jul 2021"
"The X Files: I Want to Believe","tt0443701","4","Rated on 11 Jul 2021"
"X-Men","tt0120903","5","Rated on 11 Jul 2021"
"X-Men: The Last Stand","tt0376994","3","Rated on 11 Jul 2021"
"X-Men: Apocalypse","tt3385516","2","Rated on 11 Jul 2021"
"X-Men Origins: Wolverine","tt0458525","5","Rated on 11 Jul 2021"
"X: First Class","tt1270798","6","Rated on 11 Jul 2021"
"X-Men: Days of Future Past","tt1877832","5","Rated on 11 Jul 2021"
"Yesterday","tt8079248","6","Rated on 11 Jul 2021"
"Your Name.","tt5311514","8","Rated on 11 Jul 2021"
"13 Going on 30","tt0337563","6","Rated on 11 Jul 2021"
"21","tt0478087","6","Rated on 11 Jul 2021"
"10 Things I Hate About You","tt0147800","8","Rated on 11 Jul 2021"
"2010: The Year We Make Contact","tt0086837","7","Rated on 11 Jul 2021"
"It Might Get Loud","tt1229360","8","Rated on 11 Jul 2021"
"The Invisible Man","tt1051906","6","Rated on 11 Jul 2021"
"In Her Shoes","tt0388125","5","Rated on 11 Jul 2021"
"Icarus XB 1","tt0122111","7","Rated on 11 Jul 2021"
"Igby Goes Down","tt0280760","6","Rated on 11 Jul 2021"
"I Love You, Man","tt1155056","6","Rated on 11 Jul 2021"
"I Kill Giants","tt4547194","6","Rated on 11 Jul 2021"
"I Am Sam","tt0277027","8","Rated on 11 Jul 2021"
"Hustlers","tt5503686","6","Rated on 11 Jul 2021"
"The Hundred-Foot Journey","tt2980648","7","Rated on 11 Jul 2021"
"How to Succeed in Business Without Really Trying","tt0061791","7","Rated on 11 Jul 2021"
"How to Lose a Guy in 10 Days","tt0251127","6","Rated on 11 Jul 2021"
"How the Grinch Stole Christmas!","tt0060345","10","Rated on 11 Jul 2021"
"House of Sand and Fog","tt0315983","8","Rated on 11 Jul 2021"
"Home Alone","tt0099785","7","Rated on 11 Jul 2021"
"The Holiday","tt0457939","7","Rated on 11 Jul 2021"
"The Hitchhiker's Guide to the Galaxy","tt0371724","5","Rated on 11 Jul 2021"
"The History Boys","tt0464049","7","Rated on 11 Jul 2021"
"High Fidelity","tt0146882","8","Rated on 11 Jul 2021"
"Hearts Beat Loud","tt7158430","6","Rated on 11 Jul 2021"
"Heartbreakers","tt0125022","7","Rated on 11 Jul 2021"
"Happiest Season","tt8522006","5","Rated on 11 Jul 2021"
"Hanna","tt0993842","8","Rated on 11 Jul 2021"
"Sneakers","tt0105435","7","Rated on 11 Jul 2021"
"Hackers","tt0113243","6","Rated on 11 Jul 2021"
"Guardians of the Galaxy","tt2015381","6","Rated on 11 Jul 2021"
"The Goonies","tt0089218","9","Rated on 11 Jul 2021"
"Good Night, and Good Luck.","tt0433383","8","Rated on 11 Jul 2021"
"Girls Trip","tt3564472","6","Rated on 11 Jul 2021"
"The Girl Who Kicked the Hornet's Nest","tt1343097","8","Rated on 11 Jul 2021"
"The Girl Who Played with Fire","tt1216487","8","Rated on 11 Jul 2021"
"The Girl with the Dragon Tattoo","tt1132620","8","Rated on 11 Jul 2021"
"A Girl Walks Home Alone at Night","tt2326554","8","Rated on 11 Jul 2021"
"Ghostbusters: Answer the Call","tt1289401","7","Rated on 11 Jul 2021"
"Ghost in the Shell","tt0113568","8","Rated on 11 Jul 2021"
"Gattaca","tt0119177","8","Rated on 11 Jul 2021"
"Funny Lady","tt0073026","6","Rated on 11 Jul 2021"
"Frozen II","tt4520988","7","Rated on 11 Jul 2021"
"From Dusk Till Dawn","tt0116367","6","Rated on 11 Jul 2021"
"French Exit","tt10279362","6","Rated on 11 Jul 2021"
"Star Wars: Episode VII - The Force Awakens","tt2488496","4","Rated on 11 Jul 2021"
"Footloose","tt0087277","6","Rated on 11 Jul 2021"
"Flight of the Navigator","tt0091059","5","Rated on 11 Jul 2021"
"Fight Club","tt0137523","6","Rated on 11 Jul 2021"
"Ferris Bueller's Day Off","tt0091042","8","Rated on 11 Jul 2021"
"Faust","tt0016847","6","Rated on 11 Jul 2021"
"Fantastic Mr. Fox","tt0432283","8","Rated on 11 Jul 2021"
"The Family That Preys","tt1142798","6","Rated on 11 Jul 2021"
"The Family Stone","tt0356680","6","Rated on 11 Jul 2021"
"Failure to Launch","tt0427229","5","Rated on 11 Jul 2021"
"Eyes Wide Shut","tt0120663","7","Rated on 11 Jul 2021"
"Ever After: A Cinderella Story","tt0120631","8","Rated on 11 Jul 2021"
"Europa Report","tt2051879","6","Rated on 11 Jul 2021"
"Entrapment","tt0137494","8","Rated on 11 Jul 2021"
"Enemy of the State","tt0120660","7","Rated on 11 Jul 2021"
"Ender's Game","tt1731141","5","Rated on 11 Jul 2021"
"Elf","tt0319343","9","Rated on 11 Jul 2021"
"Election","tt0126886","8","Rated on 11 Jul 2021"
"Edward Scissorhands","tt0099487","9","Rated on 11 Jul 2021"
"Dune","tt0087182","6","Rated on 11 Jul 2021"
"The DUFF","tt1666801","7","Rated on 11 Jul 2021"
"Drive Me Crazy","tt0164114","5","Rated on 11 Jul 2021"
"Primer","tt0390384","8","Rated on 11 Jul 2021"
"District 9","tt1136608","7","Rated on 11 Jul 2021"
"The Devil Wears Prada","tt0458352","7","Rated on 11 Jul 2021"
"Desk Set","tt0050307","8","Rated on 11 Jul 2021"
"The Day After Tomorrow","tt0319262","6","Rated on 11 Jul 2021"
"Dashing in December","tt13454498","5","Rated on 11 Jul 2021"
"Cruel Intentions","tt0139134","7","Rated on 11 Jul 2021"
"Crazy Rich Asians","tt3104988","7","Rated on 11 Jul 2021"
"Cordelia","tt3734688","6","Rated on 11 Jul 2021"
"The Christmas Setup","tt13147656","8","Rated on 11 Jul 2021"
"The Christmas House","tt12950902","6","Rated on 11 Jul 2021"
"Charlie's Angels: Full Throttle","tt0305357","4","Rated on 11 Jul 2021"
"A Charlie Brown Christmas","tt0059026","9","Rated on 11 Jul 2021"
"Charade","tt0056923","6","Rated on 11 Jul 2021"
"Chappie","tt1823672","6","Rated on 11 Jul 2021"
"Center Stage","tt0210616","8","Rated on 11 Jul 2021"
"Cat People","tt0034587","8","Rated on 11 Jul 2021"
"Cat People","tt0083722","6","Rated on 11 Jul 2021"
"Captain Marvel","tt4154664","7","Rated on 11 Jul 2021"
"Captain America: The Winter Soldier","tt1843866","8","Rated on 11 Jul 2021"
"The Cabinet of Dr. Caligari","tt0010323","9","Rated on 11 Jul 2021"
"Burlesque","tt1126591","6","Rated on 11 Jul 2021"
"A Bucket of Blood","tt0052655","7","Rated on 11 Jul 2021"
"Bridget Jones's Diary","tt0243155","8","Rated on 11 Jul 2021"
"Bridesmaids","tt1478338","6","Rated on 11 Jul 2021"
"The Bride of Frankenstein","tt0026138","9","Rated on 11 Jul 2021"
"Breach","tt0401997","7","Rated on 11 Jul 2021"
"A Boy Named Charlie Brown","tt0064107","8","Rated on 11 Jul 2021"
"The Bourne Supremacy","tt0372183","7","Rated on 11 Jul 2021"
"The Bourne Identity","tt0258463","7","Rated on 11 Jul 2021"
"Quantum of Solace","tt0830515","5","Rated on 11 Jul 2021"
"Blast from the Past","tt0124298","7","Rated on 11 Jul 2021"
"Black Christmas","tt0071222","7","Rated on 11 Jul 2021"
"The Birdcage","tt0115685","9","Rated on 11 Jul 2021"
"The Bird with the Crystal Plumage","tt0065143","7","Rated on 11 Jul 2021"
"Beauty and the Beast","tt2771200","6","Rated on 11 Jul 2021"
"Batman Begins","tt0372784","8","Rated on 11 Jul 2021"
"The Dark Knight Rises","tt1345836","8","Rated on 11 Jul 2021"
"The Dark Knight","tt0468569","9","Rated on 11 Jul 2021"
"Batman v Superman: Dawn of Justice","tt2975590","4","Rated on 11 Jul 2021"
"Batman","tt0060153","7","Rated on 11 Jul 2021"
"Back to the Future Part III","tt0099088","6","Rated on 11 Jul 2021"
"Back to the Future Part II","tt0096874","7","Rated on 11 Jul 2021"
"Barefoot in the Park","tt0061385","7","Rated on 11 Jul 2021"
"The Babadook","tt2321549","8","Rated on 11 Jul 2021"
"Auntie Mame","tt0051383","7","Rated on 11 Jul 2021"
"Invasion","tt8060328","6","Rated on 11 Jul 2021"
"Attraction","tt4731148","6","Rated on 11 Jul 2021"
"Atomic Blonde","tt2406566","7","Rated on 11 Jul 2021"
"Prometheus","tt1446714","8","Rated on 11 Jul 2021"
"Alien: Covenant","tt2316204","4","Rated on 11 Jul 2021"
"Alien: Resurrection","tt0118583","6","Rated on 11 Jul 2021"
"Alien³","tt0103644","6","Rated on 11 Jul 2021"
"Akira","tt0094625","9","Rated on 11 Jul 2021"
"The Age of Adaline","tt1655441","6","Rated on 11 Jul 2021"
"An Affair to Remember","tt0050105","8","Rated on 11 Jul 2021"
"About a Boy","tt0276751","8","Rated on 11 Jul 2021"
"A Time to Kill","tt0117913","8","Rated on 11 Jul 2021"
"Fargo","tt0116282","8","Rated on 11 Jul 2021"
"Squared Love","tt13846542","5","Rated on 11 Jul 2021"
"Falling Inn Love","tt9860728","5","Rated on 11 Jul 2021"
"Moxie","tt6432466","6","Rated on 11 Jul 2021"
"I Care a Lot","tt9893250","6","Rated on 11 Jul 2021"
"Yes Day","tt8521876","5","Rated on 11 Jul 2021"
"Eat Pray Love","tt0879870","4","Rated on 11 Jul 2021"
"Wild Child","tt1024255","4","Rated on 11 Jul 2021"
"Friends with Benefits","tt1632708","4","Rated on 11 Jul 2021"
"Thunder Force","tt10121392","2","Rated on 11 Jul 2021"
"The Stand In","tt7970348","4","Rated on 11 Jul 2021"
"Legally Blonde","tt0250494","7","Rated on 11 Jul 2021"
"Synchronic","tt9016974","3","Rated on 11 Jul 2021"
"Into the Beat","tt10662234","5","Rated on 11 Jul 2021"
"Crazy, Stupid, Love.","tt1570728","8","Rated on 11 Jul 2021"
"Jeremiah Terminator LeRoy","tt5460522","5","Rated on 11 Jul 2021"
"Notting Hill","tt0125439","7","Rated on 11 Jul 2021"
"The Woman in the Window","tt6111574","4","Rated on 11 Jul 2021"
"Two Weeks Notice","tt0313737","5","Rated on 11 Jul 2021"
"Set It Up","tt5304992","5","Rated on 11 Jul 2021"
"The Intouchables","tt1675434","8","Rated on 11 Jul 2021"
"The Prince and Me","tt0337697","3","Rated on 11 Jul 2021"
"The Mirror Has Two Faces","tt0117057","6","Rated on 11 Jul 2021"
"The Land of Steady Habits","tt6485928","6","Rated on 11 Jul 2021"
"Class Rank","tt5219972","5","Rated on 11 Jul 2021"
"Everybody's Fine","tt0780511","5","Rated on 11 Jul 2021"
"Good on Paper","tt8231668","3","Rated on 11 Jul 2021"
"SPF-18","tt7296862","2","Rated on 11 Jul 2021"
"Charlie's Angels","tt0160127","5","Rated on 11 Jul 2021"
"Galaxy Quest","tt0177789","7","Rated on 11 Jul 2021"
"Romy and Michele's High School Reunion","tt0120032","7","Rated on 09 Jul 2021"
"Love, Simon","tt5164432","8","Rated on 09 Jul 2021"
"Hereditary","tt7784604","9","Rated on 09 Jul 2021"
"Mamma Mia! Here We Go Again","tt6911608","6","Rated on 09 Jul 2021"
"Venom","tt1270797","6","Rated on 09 Jul 2021"
"Aquaman","tt1477834","6","Rated on 09 Jul 2021"
"Pokémon Detective Pikachu","tt5884052","4","Rated on 09 Jul 2021"
"Late Night","tt6107548","7","Rated on 09 Jul 2021"
"Spider-Man: Far from Home","tt6320628","6","Rated on 09 Jul 2021"
"Blinded by the Light","tt8266310","8","Rated on 09 Jul 2021"
"Last Christmas","tt8623904","5","Rated on 09 Jul 2021"
"Clue","tt0088930","6","Rated on 09 Jul 2021"
"The Innocents","tt0055018","8","Rated on 09 Jul 2021"
"The Fall of the House of Usher","tt0018770","8","Rated on 09 Jul 2021"
"The Devil's Backbone","tt0256009","8","Rated on 09 Jul 2021"
"The Skeleton Key","tt0397101","4","Rated on 09 Jul 2021"
"The Little Girl Who Lives Down the Lane","tt0074806","8","Rated on 09 Jul 2021"
"The Midnight Hour","tt0089593","5","Rated on 09 Jul 2021"
"Something Wicked This Way Comes","tt0086336","7","Rated on 09 Jul 2021"
"Casper","tt0112642","5","Rated on 09 Jul 2021"
"Ghostbusters","tt0087332","7","Rated on 09 Jul 2021"
"Hocus Pocus","tt0107120","6","Rated on 09 Jul 2021"
"It's the Great Pumpkin, Charlie Brown","tt0060550","7","Rated on 09 Jul 2021"
"The Guest","tt2980592","4","Rated on 09 Jul 2021"
"The Ghost and Mr. Chicken","tt0059221","6","Rated on 09 Jul 2021"
"The Ghost and Mrs. Muir","tt0039420","5","Rated on 09 Jul 2021"
"Upstream Color","tt2084989","6","Rated on 09 Jul 2021"
"The Changeling","tt0080516","7","Rated on 09 Jul 2021"
"World War Z","tt0816711","6","Rated on 09 Jul 2021"
"Beasts of the Southern Wild","tt2125435","8","Rated on 09 Jul 2021"
"The Orphanage","tt0464141","8","Rated on 09 Jul 2021"
"Carrie","tt0074285","8","Rated on 09 Jul 2021"
"Wuthering Heights","tt0032145","8","Rated on 09 Jul 2021"
"Laura","tt0037008","8","Rated on 09 Jul 2021"
"Key Largo","tt0040506","7","Rated on 09 Jul 2021"
"20,000 Leagues Under the Sea","tt0046672","8","Rated on 09 Jul 2021"
"Sabrina","tt0047437","7","Rated on 09 Jul 2021"
"BUtterfield 8","tt0053622","7","Rated on 09 Jul 2021"
"The Music Man","tt0056262","8","Rated on 09 Jul 2021"
"Thunderball","tt0059800","6","Rated on 09 Jul 2021"
"The Thomas Crown Affair","tt0063688","6","Rated on 09 Jul 2021"
"The Great Gatsby","tt0071577","7","Rated on 09 Jul 2021"
"A Star Is Born","tt0075265","7","Rated on 09 Jul 2021"
"Rocky","tt0075148","8","Rated on 09 Jul 2021"
"Fame","tt0080716","7","Rated on 09 Jul 2021"
"An American Werewolf in London","tt0082010","9","Rated on 09 Jul 2021"
"Flashdance","tt0085549","7","Rated on 09 Jul 2021"
"Indiana Jones and the Temple of Doom","tt0087469","9","Rated on 09 Jul 2021"
"Purple Rain","tt0087957","8","Rated on 09 Jul 2021"
"Mask","tt0089560","7","Rated on 09 Jul 2021"
"Top Gun","tt0092099","8","Rated on 09 Jul 2021"
"Dirty Dancing","tt0092890","8","Rated on 09 Jul 2021"
"Wall Street","tt0094291","6","Rated on 09 Jul 2021"
"A Fish Called Wanda","tt0095159","6","Rated on 09 Jul 2021"
"Batman","tt0096895","6","Rated on 09 Jul 2021"
"Indiana Jones and the Last Crusade","tt0097576","8","Rated on 09 Jul 2021"
"The Little Mermaid","tt0097757","7","Rated on 09 Jul 2021"
"Ghost","tt0099653","7","Rated on 09 Jul 2021"
"The Hunt for Red October","tt0099810","8","Rated on 09 Jul 2021"
"Terminator 2: Judgment Day","tt0103064","8","Rated on 09 Jul 2021"
"Death Becomes Her","tt0104070","7","Rated on 09 Jul 2021"
"Jurassic Park","tt0107290","9","Rated on 09 Jul 2021"
