"AwardCeremony","FilmID","FilmName","Your.Rating","IMDb.Rating","Num.Votes","Nominations","Losses","Wins"
"70-1998","tt0119008","Donnie Brasco",NA,7.7,326864,1,1,0
"70-1998","tt0119094","Face/Off",NA,7.3,395391,1,1,0
"70-1998","tt0119116","The Fifth Element",9,7.6,497584,1,1,0
"70-1998","tt0119164","The Full Monty",7,7.2,112695,4,3,1
"70-1998","tt0119177","GATTACA",8,7.7,318687,1,1,0
"70-1998","tt0119217","Good Will Hunting",7,8.3,1038340,9,7,2
"70-1998","tt0119280","Mrs. Brown",7,7.2,15415,2,2,0
"70-1998","tt0119282","Hercules",4,7.3,249923,1,1,0
"70-1998","tt0119360","In & Out",4,6.4,43679,1,1,0
"70-1998","tt0119396","Jackie Brown",7,7.5,367436,1,1,0
"70-1998","tt0119448","Character",NA,7.7,11221,1,0,1
"70-1998","tt0119485","Kundun",NA,7,30067,4,4,0
"70-1998","tt0119488","L.A. Confidential",8,8.2,608109,9,7,2
"70-1998","tt0119561","The Long Way Home",NA,7.6,1254,1,0,1
"70-1998","tt0119567","The Lost World: Jurassic Park",6,6.5,438230,1,1,0
"70-1998","tt0119654","Men in Black",8,7.3,601999,3,2,1
"70-1998","tt0119738","My Best Friend's Wedding",4,6.3,152214,1,1,0
"70-1998","tt0119815","Four Days in September",NA,7.4,5287,1,1,0
"70-1998","tt0119822","As Good as It Gets",8,7.7,314275,7,5,2
"70-1998","tt0119843","Oscar and Lucinda",NA,6.5,7153,1,1,0
"70-1998","tt0120090","Secrets of the Heart",NA,7,2022,1,1,0
"70-1998","tt0120201","Starship Troopers",4,7.3,313347,1,1,0
"70-1998","tt0120255","The Sweet Hereafter",NA,7.5,36452,2,2,0
"70-1998","tt0120338","Titanic",7,7.9,1258659,14,3,11
"70-1998","tt0120402","Ulee's Gold",NA,7,7517,1,1,0
"70-1998","tt0120472","Waco: The Rules of Engagement",NA,7.8,3700,1,1,0
"70-1998","tt0120520","The Wings of the Dove",5,7.1,12947,4,4,0
"70-1998","tt0120885","Wag the Dog",NA,7.1,87644,2,2,0
"70-1998","tt0124207","The Thief",NA,7.6,5547,1,1,0
"70-1998","tt0126249","Colors Straight Up",NA,7.2,76,1,1,0
"70-1998","tt0127710","The Old Lady and the Pigeons",NA,7.8,2929,1,1,0
"70-1998","tt0129918","Family Video Diaries: Daughter of the Bride",NA,6.1,29,1,1,0
"70-1998","tt0130445","Alaska: Spirit of the Wild",7,7.1,584,1,1,0
"70-1998","tt0130860","Mermaid",7,7.7,1189,1,1,0
"70-1998","tt0131409","Geri's Game",9,7.8,26639,1,0,1
"70-1998","tt0140803","Amazon",NA,6.8,343,1,1,0
"70-1998","tt0140934","Dance Lexie Dance",NA,7.1,80,1,1,0
"70-1998","tt0141005","Famous Fred",NA,6.1,230,1,1,0
"70-1998","tt0141401","It's Good to Talk",NA,7.1,41,1,1,0
"70-1998","tt0141560","Redux Riding Hood",NA,7.1,178,1,1,0
"70-1998","tt0141856","Still Kicking: The Fabulous Palm Springs Follies",NA,7.3,54,1,1,0
"70-1998","tt0141858","A Story of Healing",6,6.4,94,1,0,1
"70-1998","tt0141868","Skal vi være kærester?",NA,6.7,68,1,1,0
"70-1998","tt0141963","Visas and Virtue",NA,6.6,151,1,0,1
"70-1998","tt0141995","Wolfgang",NA,6.7,222,1,1,0
"71-1999","tt0118564","Affliction",6,6.9,18670,2,1,1
"71-1999","tt0118798","Bulworth",NA,6.8,27121,1,1,0
"71-1999","tt0118799","Life Is Beautiful",8,8.6,731030,7,4,3
"71-1999","tt0118849","Children of Heaven",NA,8.2,79273,1,1,0
"71-1999","tt0119314","The Horse Whisperer",6,6.7,43089,1,1,0
"71-1999","tt0119942","Primary Colors",NA,6.7,29863,2,2,0
"71-1999","tt0120274","Tango",NA,7,3047,1,1,0
"71-1999","tt0120324","A Simple Plan",6,7.5,74981,2,2,0
"71-1999","tt0120382","The Truman Show",8,8.2,1166417,3,3,0
"71-1999","tt0120586","American History X",8,8.5,1170194,1,1,0
"71-1999","tt0120591","Armageddon",3,6.7,445125,4,4,0
"71-1999","tt0120595","Babe: Pig in the City",5,5.8,35098,1,1,0
"71-1999","tt0120603","Beloved",NA,6,9463,1,1,0
"71-1999","tt0120623","A Bug's Life",6,7.2,309764,1,1,0
"71-1999","tt0120633","A Civil Action",NA,6.6,30758,2,2,0
"71-1999","tt0120684","Gods and Monsters",9,7.3,32499,3,2,1
"71-1999","tt0120746","The Mask of Zorro",4,6.8,195081,2,2,0
"71-1999","tt0120751","Mighty Joe Young",2,5.7,30470,1,1,0
"71-1999","tt0120762","Mulan",6,7.7,309848,1,1,0
"71-1999","tt0120776","One True Thing",NA,6.9,12601,1,1,0
"71-1999","tt0120780","Out of Sight",7,7,97682,2,2,0
"71-1999","tt0120789","Pleasantville",8,7.5,135041,3,3,0
"71-1999","tt0120794","The Prince of Egypt",6,7.2,143216,2,1,1
"71-1999","tt0120800","Quest for Camelot",NA,6.2,17776,1,1,0
"71-1999","tt0120815","Saving Private Ryan",9,8.6,1469674,11,6,5
"71-1999","tt0120863","The Thin Red Line",7,7.6,197146,7,7,0
"71-1999","tt0120879","Velvet Goldmine",4,6.9,37836,1,1,0
"71-1999","tt0120889","What Dreams May Come",4,7,113220,2,1,1
"71-1999","tt0127536","Elizabeth",6,7.4,104082,7,6,1
"71-1999","tt0129290","Patch Adams",4,6.8,120712,1,1,0
"71-1999","tt0138097","Shakespeare in Love",6,7.1,232321,13,6,7
"71-1999","tt0139193","The Farm: Angola, USA",NA,7.5,809,1,1,0
"71-1999","tt0140888","Central Station",NA,8,41693,2,2,0
"71-1999","tt0147004","Little Voice",NA,7,17061,1,1,0
"71-1999","tt0150915","Hilary and Jackie",NA,7.3,10659,2,2,0
"71-1999","tt0174852","The Last Days",NA,7.9,5549,1,0,1
"71-1999","tt0175550","Dancemaker",NA,7.1,142,1,1,0
"71-1999","tt0175844","Lenny Bruce: Swear to Tell the Truth",8,7.9,606,1,1,0
"71-1999","tt0176018","The Personals",NA,6.2,62,1,0,1
"71-1999","tt0176415","The Grandfather",NA,7.3,2056,1,1,0
"71-1999","tt0179011","Bunny",6,6.7,2066,1,0,1
"71-1999","tt0181786","Regret to Inform",NA,7.3,348,1,1,0
"71-1999","tt0188478","The Canterbury Tales",NA,6.6,236,1,1,0
"71-1999","tt0188485","The Postcard",NA,7.2,37,1,1,0
"71-1999","tt0188533","Culture",NA,6.6,65,1,1,0
"71-1999","tt0188667","Holiday Romance",NA,6.9,124,1,1,0
"71-1999","tt0188723","Jolly Roger",NA,6.3,232,1,1,0
"71-1999","tt0188913","More",6,8.1,6074,1,1,0
"71-1999","tt0189009","A Place in the Land",NA,5.8,24,1,1,0
"71-1999","tt0189121","Sunrise Over Tiananmen Square",7,7.8,159,1,1,0
"71-1999","tt0189179","Election Night",8,7.5,2412,1,0,1
"71-1999","tt0189186","Victor",NA,7.2,69,1,1,0
"71-1999","tt0189205","When Life Departs",NA,6.6,153,1,1,0
"72-2000","tt0120363","Toy Story 2",6,7.9,610557,1,1,0
"72-2000","tt0120601","Being John Malkovich",7,7.7,349788,3,3,0
"72-2000","tt0120616","The Mummy",4,7.1,453550,1,1,0
"72-2000","tt0120689","The Green Mile",7,8.6,1379898,4,4,0
"72-2000","tt0120802","The Red Violin",NA,7.6,34226,1,0,1
"72-2000","tt0120834","Snow Falling on Cedars",6,6.7,14486,1,1,0
"72-2000","tt0120855","Tarzan",6,7.3,242695,1,0,1
"72-2000","tt0120866","Titus",NA,7.1,21291,1,1,0
"72-2000","tt0120915","Star Wars: Episode I - The Phantom Menace",3,6.5,843649,3,3,0
"72-2000","tt0123964","Life",NA,6.8,54025,1,1,0
"72-2000","tt0124315","The Cider House Rules",6,7.4,103812,7,5,2
"72-2000","tt0126886","Election",8,7.3,102711,1,1,0
"72-2000","tt0133093","The Matrix",8,8.7,2014794,4,0,4
"72-2000","tt0134119","The Talented Mr. Ripley",6,7.4,228977,5,5,0
"72-2000","tt0137523","Fight Club",6,8.8,2270691,1,1,0
"72-2000","tt0140352","The Insider",8,7.8,178149,7,7,0
"72-2000","tt0145653","Angela's Ashes",NA,7.3,22898,1,1,0
"72-2000","tt0145660","Austin Powers: The Spy Who Shagged Me",5,6.6,245630,1,1,0
"72-2000","tt0151568","Topsy-Turvy",6,7.3,13333,4,2,2
"72-2000","tt0158302","Under the Sun",NA,6.8,2939,1,1,0
"72-2000","tt0158371","Sweet and Lowdown",NA,7.2,36309,2,2,0
"72-2000","tt0158983","South Park: Bigger, Longer & Uncut",4,7.7,212947,1,1,0
"72-2000","tt0161023","Tumbleweeds",NA,6.7,3629,1,1,0
"72-2000","tt0162661","Sleepy Hollow",6,7.3,379621,3,2,1
"72-2000","tt0164912","Stuart Little",3,6,146302,1,1,0
"72-2000","tt0166485","Anna and the King",4,6.7,38605,2,2,0
"72-2000","tt0166896","The Straight Story",NA,8,95913,1,1,0
"72-2000","tt0166943","Music of the Heart",NA,6.8,13221,2,2,0
"72-2000","tt0167404","The Sixth Sense",8,8.2,1035337,6,6,0
"72-2000","tt0169547","American Beauty",9,8.3,1196406,8,3,5
"72-2000","tt0171804","Boys Don't Cry",8,7.5,102258,2,1,1
"72-2000","tt0172396","The End of the Affair",NA,7,23745,2,2,0
"72-2000","tt0172493","Girl, Interrupted",6,7.3,206342,1,0,1
"72-2000","tt0174856","The Hurricane",NA,7.6,101354,1,1,0
"72-2000","tt0175880","Magnolia",NA,8,325131,3,3,0
"72-2000","tt0177023","My Mother Dreams the Satan's Disciples in New York",NA,7,164,1,0,1
"72-2000","tt0181530","East/West",NA,7.4,5095,1,1,0
"72-2000","tt0181733","On the Ropes",NA,7.3,479,1,1,0
"72-2000","tt0181830","Solomon & Gaenor",NA,6.8,1444,1,1,0
"72-2000","tt0181835","Speaking in Strings",NA,6.7,234,1,1,0
"72-2000","tt0182789","Bicentennial Man",2,6.9,123265,1,1,0
"72-2000","tt0185125","All About My Mother",NA,7.8,101674,1,0,1
"72-2000","tt0186508","Buena Vista Social Club",NA,7.6,20127,1,1,0
"72-2000","tt0187859","Genghis Blues",NA,7.8,1426,1,1,0
"72-2000","tt0191850","Theis and Nico",NA,6.6,93,1,1,0
"72-2000","tt0192145","Humdrum",5,6.7,418,1,1,0
"72-2000","tt0200282","When the Day Breaks",5,6.8,1358,1,1,0
"72-2000","tt0200780","Kleingeld",7,7.4,355,1,1,0
"72-2000","tt0207639","The Old Man and the Sea",NA,8,4496,1,0,1
"72-2000","tt0210727","Himalaya",NA,7.4,5637,1,1,0
"72-2000","tt0210853","My Grandmother Ironed the King's Shirts",6,6.9,577,1,1,0
"72-2000","tt0230591","One Day in September",NA,7.8,6190,1,0,1
"72-2000","tt0236386","Killing Joe",NA,6.3,85,1,1,0
"72-2000","tt0239206","3 Misses",NA,5.7,334,1,1,0
"72-2000","tt0239379","Eyewitness",NA,7.3,29,1,1,0
"72-2000","tt0239528","King Gimp",NA,7.8,254,1,0,1
"72-2000","tt0239583","Stora & små mirakel",NA,6.7,129,1,1,0
"72-2000","tt0240216","The Wildest Show in the South: The Angola Prison Rodeo",NA,6.3,97,1,1,0
"73-2001","tt0120917","The Emperor's New Groove",5,7.4,220881,1,1,0
"73-2001","tt0141926","U-571",5,6.6,86263,2,1,1
"73-2001","tt0162222","Cast Away",7,7.8,627324,2,2,0
"73-2001","tt0164052","Hollow Man",NA,5.8,136885,1,1,0
"73-2001","tt0168629","Dancer in the Dark",NA,7.9,115313,1,1,0
"73-2001","tt0170016","How the Grinch Stole Christmas",4,6.3,284459,3,2,1
"73-2001","tt0172495","Gladiator",6,8.5,1586467,12,7,5
"73-2001","tt0177971","The Perfect Storm",5,6.5,175974,2,2,0
"73-2001","tt0180073","Quills",6,7.2,56262,3,3,0
"73-2001","tt0180093","Requiem for a Dream",8,8.3,884671,1,1,0
"73-2001","tt0181865","Traffic",5,7.6,217525,5,1,4
"73-2001","tt0181875","Almost Famous",9,7.9,289709,3,2,1
"73-2001","tt0183659","Pollock",5,7,29246,2,1,1
"73-2001","tt0185014","Wonder Boys",5,7.2,66162,3,2,1
"73-2001","tt0186566","Space Cowboys",4,6.5,85221,1,1,0
"73-2001","tt0187393","The Patriot",6,7.2,289595,3,3,0
"73-2001","tt0188028","Legacy",NA,6.9,157,1,1,0
"73-2001","tt0189998","Shadow of the Vampire",NA,6.9,43743,2,2,0
"73-2001","tt0190332","Crouching Tiger, Hidden Dragon",8,7.9,279145,10,6,4
"73-2001","tt0190590","O Brother, Where Art Thou?",6,7.7,326419,2,2,0
"73-2001","tt0190861","Vatel",NA,6.6,8174,1,1,0
"73-2001","tt0195685","Erin Brockovich",7,7.4,214923,5,4,1
"73-2001","tt0203230","You Can Count on Me",NA,7.5,31099,2,2,0
"73-2001","tt0207112","Uma História de Futebol",NA,7.2,187,1,1,0
"73-2001","tt0208874","The Contender",NA,6.9,24839,2,2,0
"73-2001","tt0209037","Everybody's Famous!",NA,6.9,3319,1,1,0
"73-2001","tt0209958","The Cell",4,6.4,107793,1,1,0
"73-2001","tt0211181","102 Dalmatians",2,4.8,39215,1,1,0
"73-2001","tt0212338","Meet the Parents",5,7,350481,1,1,0
"73-2001","tt0213847","Malena",NA,7.4,110157,2,2,0
"73-2001","tt0216131","Quiero ser (I want to be...)",NA,7.2,362,1,0,1
"73-2001","tt0216787","The Taste of Others",NA,7.2,10263,1,1,0
"73-2001","tt0234288","Divided We Fall",NA,7.6,5344,1,1,0
"73-2001","tt0234588","Rejected",8,7.9,8796,1,1,0
"73-2001","tt0236447","Long Night's Journey Into Day",NA,7.5,266,1,1,0
"73-2001","tt0239797","The Periwig-Maker",8,6.9,622,1,1,0
"73-2001","tt0240885","Scottsboro: An American Tragedy",NA,7.5,355,1,1,0
"73-2001","tt0240912","Sound and Fury",NA,7.8,1052,1,1,0
"73-2001","tt0241303","Chocolat",7,7.3,199523,5,5,0
"73-2001","tt0245712","Amores perros",8,8.1,250337,1,1,0
"73-2001","tt0247196","Before Night Falls",NA,7.1,26178,1,1,0
"73-2001","tt0248912","Into the Arms of Strangers: Stories of the Kindertransport",NA,7.7,1917,1,0,1
"73-2001","tt0249462","Billy Elliot",8,7.7,140880,3,3,0
"73-2001","tt0254621","On Tiptoe: Gentle Steps to Freedom",NA,7.4,55,1,1,0
"73-2001","tt0262758","Seraglio",NA,6.8,99,1,1,0
"73-2001","tt0263278","Dolphins",6,7.1,537,1,1,0
"73-2001","tt0269658","One Day Crossing",NA,7.8,144,1,1,0
"73-2001","tt0271628","The Man on Lincoln's Nose",NA,8.5,96,1,1,0
"73-2001","tt0278378","By Courier",NA,7.3,69,1,1,0
"73-2001","tt0279079","Father and Daughter",8,7.8,6807,1,0,1
"73-2001","tt0280353","Big Mama",NA,6.5,123,1,0,1
"73-2001","tt0280580","Curtain Call",NA,7.9,42,1,1,0
"74-2002","tt0035423","Kate & Leopold",3,6.4,88253,1,1,0
"74-2002","tt0120737","The Lord of the Rings: The Fellowship of the Ring",7,8.9,1968352,13,9,4
"74-2002","tt0126029","Shrek",7,7.9,720345,2,1,1
"74-2002","tt0139654","Training Day",8,7.7,464093,2,1,1
"74-2002","tt0162346","Ghost World",7,7.3,125542,1,1,0
"74-2002","tt0166924","Mulholland Drive",7,7.9,377528,1,1,0
"74-2002","tt0169102","Lagaan: Once Upon a Time in India",NA,8.1,119310,1,1,0
"74-2002","tt0182014","Copy Shop",9,7.4,1787,1,1,0
"74-2002","tt0198781","Monsters, Inc.",8,8.1,961482,4,3,1
"74-2002","tt0203009","Moulin Rouge!",7,7.6,296257,8,6,2
"74-2002","tt0203119","Sexy Beast",7,7.3,65571,1,1,0
"74-2002","tt0209144","Memento",9,8.4,1301583,2,2,0
"74-2002","tt0211915","Amélie",7,8.3,784928,5,5,0
"74-2002","tt0212720","A.I. Artificial Intelligence",4,7.2,319771,2,2,0
"74-2002","tt0213149","Pearl Harbor",4,6.2,347883,4,3,1
"74-2002","tt0222675","The Accountant",7,7.6,1174,1,0,1
"74-2002","tt0241527","Harry Potter and the Sorcerer's Stone",6,7.6,839369,3,3,0
"74-2002","tt0242252","The Affair of the Necklace",NA,6,5544,1,1,0
"74-2002","tt0243133","The Man Who Wasn't There",NA,7.5,113871,1,1,0
"74-2002","tt0243155","Bridget Jones's Diary",8,6.8,259011,1,1,0
"74-2002","tt0247425","In the Bedroom",8,7.4,41958,5,5,0
"74-2002","tt0248667","Ali",NA,6.7,104419,2,2,0
"74-2002","tt0248808","For the Birds",7,8,33648,1,0,1
"74-2002","tt0259711","Vanilla Sky",4,6.9,282260,1,1,0
"74-2002","tt0264476","Children Underground",NA,8.2,2436,1,1,0
"74-2002","tt0265086","Black Hawk Down",6,7.7,417765,4,2,2
"74-2002","tt0265666","The Royal Tenenbaums",8,7.6,309441,1,1,0
"74-2002","tt0268397","Jimmy Neutron: Boy Genius",5,6.1,37435,1,1,0
"74-2002","tt0268978","A Beautiful Mind",6,8.2,973181,8,4,4
"74-2002","tt0269899","Speed for Thespians",8,7.6,113,1,1,0
"74-2002","tt0274622","LaLee's Kin: The Legacy of Cotton",NA,7.7,241,1,1,0
"74-2002","tt0277027","I Am Sam",8,7.6,154175,1,1,0
"74-2002","tt0279064","Elling",NA,7.5,15670,1,1,0
"74-2002","tt0280707","Gosford Park",6,7.2,92616,6,5,1
"74-2002","tt0280778","Iris",6,7,18977,3,2,1
"74-2002","tt0282864","Promises",NA,8.3,2711,1,1,0
"74-2002","tt0283509","No Man's Land",NA,7.9,48478,1,0,1
"74-2002","tt0285742","Monster's Ball",NA,7.1,93153,2,1,1
"74-2002","tt0289073","Artists and Orphans: A True Drama",NA,4.8,27,1,1,0
"74-2002","tt0292542","Son of the Bride",NA,7.8,16320,1,1,0
"74-2002","tt0296874","Strange Invaders",4,6.4,652,1,1,0
"74-2002","tt0299178","Thoth",7,6.8,242,1,0,1
"74-2002","tt0303336","Fifty Percent Grey",9,6.6,1271,1,1,0
"74-2002","tt0304107","Gregor's Greatest Invention",8,7,172,1,1,0
"74-2002","tt0304394","A Man Thing",10,7.7,538,1,1,0
"74-2002","tt0307197","Murder on a Sunday Morning",NA,8,4471,1,0,1
"74-2002","tt0308317","Give Up Yer Aul Sins",6,5.9,461,1,1,0
"74-2002","tt0308899","Sing!",NA,6.3,28,1,1,0
"74-2002","tt0309061","War Photographer",NA,7.9,4271,1,1,0
"74-2002","tt0309121","Stubble Trouble",4,5.9,313,1,1,0
"75-2003","tt0120679","Frida",NA,7.3,94245,6,4,2
"75-2003","tt0121765","Star Wars: Episode II - Attack of the Clones",3,6.6,747067,1,1,0
"75-2003","tt0133240","Treasure Planet",6,7.2,130071,1,1,0
"75-2003","tt0145487","Spider-Man",4,7.4,863782,2,2,0
"75-2003","tt0161860","Nowhere in Africa",NA,7.5,13825,1,0,1
"75-2003","tt0166813","Spirit: Stallion of the Cimarron",6,7.2,83551,1,1,0
"75-2003","tt0167261","The Lord of the Rings: The Two Towers",7,8.8,1750224,6,4,2
"75-2003","tt0181689","Minority Report",7,7.6,576815,1,1,0
"75-2003","tt0217505","Gangs of New York",6,7.5,466401,10,10,0
"75-2003","tt0245157","Zus & zo",NA,6.1,1675,1,1,0
"75-2003","tt0245429","Spirited Away",8,8.6,825695,1,0,1
"75-2003","tt0245574","And Your Mother Too",NA,7.7,127825,1,1,0
"75-2003","tt0250797","Unfaithful",5,6.7,96455,1,1,0
"75-2003","tt0253474","The Pianist",8,8.5,892102,7,4,3
"75-2003","tt0257044","Road to Perdition",6,7.7,281139,6,5,1
"75-2003","tt0257360","About Schmidt",4,7.2,132381,2,2,0
"75-2003","tt0258068","The Quiet American",NA,7,29482,1,1,0
"75-2003","tt0259446","My Big Fat Greek Wedding",7,6.6,142770,1,1,0
"75-2003","tt0264464","Catch Me If You Can",7,8.1,1067634,2,2,0
"75-2003","tt0268126","Adaptation.",5,7.7,200576,4,3,1
"75-2003","tt0268380","Ice Age",6,7.5,509419,1,1,0
"75-2003","tt0268695","The Time Machine",NA,6,129125,1,1,0
"75-2003","tt0274558","The Hours",6,7.5,137335,9,8,1
"75-2003","tt0275847","Lilo & Stitch",8,7.3,207305,1,1,0
"75-2003","tt0276751","About a Boy",8,7.1,190186,1,1,0
"75-2003","tt0281850","Gridlock",7,7.4,832,1,1,0
"75-2003","tt0282120","The Wild Thornberrys",NA,5.6,15156,1,1,0
"75-2003","tt0287467","Talk to Her",NA,7.9,116559,2,1,1
"75-2003","tt0297884","Far from Heaven",NA,7.3,48682,4,4,0
"75-2003","tt0298203","8 Mile",6,7.2,314542,1,0,1
"75-2003","tt0299658","Chicago",7,7.2,240323,12,7,5
"75-2003","tt0299977","Hero",NA,7.9,186422,1,1,0
"75-2003","tt0301727","Winged Migration",NA,7.9,12225,1,1,0
"75-2003","tt0303281","Daughter from Danang",NA,7.5,615,1,1,0
"75-2003","tt0303350","Dog",NA,7.1,389,1,1,0
"75-2003","tt0310793","Bowling for Columbine",8,8,147899,1,0,1
"75-2003","tt0311519","The Man Without a Past",NA,7.6,24998,1,1,0
"75-2003","tt0313196","The Crime of Padre Amaro",NA,6.7,14324,1,1,0
"75-2003","tt0316013","Prisoner of Paradise",NA,7.5,409,1,1,0
"75-2003","tt0323250","Mike's New Car",6,7,14798,1,1,0
"75-2003","tt0325193","The Collector of Bedford Street",NA,8.1,70,1,1,0
"75-2003","tt0325638","I'll Wait for the Next One...",7,7.3,1820,1,1,0
"75-2003","tt0329245","Johnny Flynton",NA,6.4,168,1,1,0
"75-2003","tt0330801","Rocks",7,7.6,2153,1,1,0
"75-2003","tt0331218","The Chubbchubbs!",7,7.3,4156,1,0,1
"75-2003","tt0334405","Spellbound",6,7.6,12418,1,1,0
"75-2003","tt0340071","This Charming Man",NA,6.8,708,1,0,1
"75-2003","tt0344503","Twin Towers",NA,7.5,280,1,0,1
"75-2003","tt0344563","Why Can't We Be a Family Again?",NA,7.3,80,1,1,0
"75-2003","tt0351167","The Cathedral",8,7.3,4864,1,1,0
"75-2003","tt0351382","Mount Head",5,6.8,1567,1,1,0
"75-2003","tt0353737","Mighty Times: The Legacy of Rosa Parks",NA,8,163,1,1,0
"76-2004","tt0159365","Cold Mountain",6,7.2,154509,6,5,1
"76-2004","tt0167260","The Lord of the Rings: The Return of the King",7,9,1941250,11,0,11
"76-2004","tt0266543","Finding Nemo",8,8.2,1095253,4,3,1
"76-2004","tt0286244","The Triplets of Belleville",7,7.7,56528,2,2,0
"76-2004","tt0288330","Zelary",7,7.5,3717,1,1,0
"76-2004","tt0298228","Whale Rider",8,7.5,43738,1,1,0
"76-2004","tt0298845","In America",8,7.7,44037,3,3,0
"76-2004","tt0301199","Dirty Pretty Things",7,7.3,43819,1,1,0
"76-2004","tt0304858","Two Soldiers",7,7.1,408,1,0,1
"76-2004","tt0305206","American Splendor",8,7.4,51554,1,1,0
"76-2004","tt0310281","A Mighty Wind",8,7.2,29225,1,1,0
"76-2004","tt0311113","Master and Commander: The Far Side of the World",8,7.5,234496,10,8,2
"76-2004","tt0311648","Pieces of April",6,7,21953,1,1,0
"76-2004","tt0315733","21 Grams",5,7.6,244067,2,2,0
"76-2004","tt0315983","House of Sand and Fog",8,7.5,71636,3,3,0
"76-2004","tt0317248","City of God",8,8.6,789488,4,4,0
"76-2004","tt0317910","The Fog of War",8,8.1,24801,1,0,1
"76-2004","tt0318374","The Cooler",5,6.9,35255,1,1,0
"76-2004","tt0319061","Big Fish",4,8,454814,1,1,0
"76-2004","tt0321376","Cuban Rafters",NA,7.1,630,1,1,0
"76-2004","tt0322674","Twin Sisters",6,7.4,7204,1,1,0
"76-2004","tt0323844","The Red Jacket",NA,7.3,209,1,1,0
"76-2004","tt0325710","The Last Samurai",5,7.8,463647,4,4,0
"76-2004","tt0325980","Pirates of the Caribbean: The Curse of the Black Pearl",5,8.1,1188237,5,5,0
"76-2004","tt0327056","Mystic River",7,7.9,477578,6,4,2
"76-2004","tt0328538","Thirteen",6,6.8,95954,1,1,0
"76-2004","tt0328880","Brother Bear",5,6.8,121166,1,1,0
"76-2004","tt0329575","Seabiscuit",6,7.3,76088,7,7,0
"76-2004","tt0335119","Girl with a Pearl Earring",5,6.9,81838,3,3,0
"76-2004","tt0335266","Lost in Translation",6,7.7,480639,4,3,1
"76-2004","tt0337741","Something's Gotta Give",5,6.7,127373,1,1,0
"76-2004","tt0338135","The Barbarian Invasions",8,7.5,29882,2,1,1
"76-2004","tt0338309","Evil",8,7.7,41482,1,1,0
"76-2004","tt0340855","Monster",7,7.3,159548,1,0,1
"76-2004","tt0341588","Squash",NA,7.6,227,1,1,0
"76-2004","tt0342172","Capturing the Friedmans",8,7.7,26796,1,1,0
"76-2004","tt0342965","Gone Nutty",7,7.3,4325,1,1,0
"76-2004","tt0343168","The Weather Underground",7,7.5,3738,1,1,0
"76-2004","tt0345672","Most",9,7.8,1923,1,1,0
"76-2004","tt0350476","(A)Torzija",NA,7.3,383,1,1,0
"76-2004","tt0351817","The Twilight Samurai",7,8.1,25077,1,1,0
"76-2004","tt0363445","Asylum",NA,6.5,58,1,1,0
"76-2004","tt0363607","Ferry Tales",NA,7.5,79,1,1,0
"76-2004","tt0373175","My Architect",8,7.4,3305,1,1,0
"76-2004","tt0377770","Destino",9,7.6,5873,1,1,0
"76-2004","tt0382734","Harvie Krumpet",6,7.9,8903,1,0,1
"76-2004","tt0392542","Nibbles",4,5.7,378,1,1,0
"76-2004","tt0395479","Boundin'",6,6.8,14620,1,1,0
"76-2004","tt0396959","Chernobyl Heart",NA,7.8,792,1,0,1
"77-2005","tt0293508","The Phantom of the Opera",5,7.2,129200,3,3,0
"77-2005","tt0298148","Shrek 2",6,7.3,495563,2,2,0
"77-2005","tt0304141","Harry Potter and the Prisoner of Azkaban",6,7.9,677560,2,2,0
"77-2005","tt0307453","Shark Tale",5,6,195852,1,1,0
"77-2005","tt0308644","Finding Neverland",7,7.7,210903,7,6,1
"77-2005","tt0316654","Spider-Man 2",3,7.5,694710,3,2,1
"77-2005","tt0317705","The Incredibles",8,8,791005,4,2,2
"77-2005","tt0318462","The Motorcycle Diaries",6,7.7,104148,2,1,1
"77-2005","tt0332452","Troy",NA,7.3,561697,1,1,0
"77-2005","tt0335345","The Passion of the Christ",6,7.2,246287,3,3,0
"77-2005","tt0338013","Eternal Sunshine of the Spotless Mind",5,8.3,1058407,2,1,1
"77-2005","tt0338348","The Polar Express",5,6.6,235519,3,3,0
"77-2005","tt0338751","The Aviator",5,7.5,379512,11,6,5
"77-2005","tt0339291","A Series of Unfortunate Events",4,6.8,218558,4,3,1
"77-2005","tt0340012","Being Julia",6,7,12863,1,1,0
"77-2005","tt0343121","Tupac: Resurrection",NA,7.9,9766,1,1,0
"77-2005","tt0343818","I, Robot",2,7.1,567487,1,1,0
"77-2005","tt0344510","A Very Long Engagement",7,7.6,75526,2,2,0
"77-2005","tt0350258","Ray",7,7.7,155545,6,4,2
"77-2005","tt0362269","Kinsey",6,7.1,50680,1,1,0
"77-2005","tt0363163","Downfall",NA,8.2,370271,1,1,0
"77-2005","tt0368447","The Village",4,6.6,274348,1,1,0
"77-2005","tt0369339","Collateral",6,7.5,426968,2,2,0
"77-2005","tt0369702","The Sea Inside",8,8,84531,2,1,1
"77-2005","tt0372824","The Chorus",NA,7.8,66221,2,2,0
"77-2005","tt0373861","The Story of the Weeping Camel",NA,7.4,6392,1,1,0
"77-2005","tt0375063","Sideways",7,7.5,199874,5,4,1
"77-2005","tt0376541","Closer",6,7.2,233023,2,2,0
"77-2005","tt0381681","Before Sunset",6,8.1,282811,1,1,0
"77-2005","tt0382330","As It Is in Heaven",NA,7.5,18104,1,1,0
"77-2005","tt0383694","Vera Drake",NA,7.6,26590,3,3,0
